school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,part_time_job
MS,F,16,R,LE3,T,2,0,other,at_home,other,mother,1,1,0,no,no,yes,yes,no,yes,yes,yes,4,2,4,2,4,1,25,18,18,17,no
GP,M,17,U,GT3,T,4,1,health,services,reputation,mother,3,2,0,yes,no,no,no,no,no,yes,no,3,5,5,1,1,4,27,6,8,8,yes
MS,M,21,R,GT3,A,0,0,health,health,other,father,3,1,0,no,no,no,no,no,yes,no,yes,5,4,3,4,5,2,4,6,7,5,yes
GP,M,17,U,GT3,T,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,10,10,11,no
MS,F,20,R,GT3,T,0,2,health,health,home,other,2,1,0,yes,yes,yes,no,yes,no,yes,no,5,4,4,3,2,4,7,5,3,0,no
MS,F,19,R,LE3,T,1,4,health,other,home,mother,2,4,1,no,yes,no,no,no,no,yes,no,3,3,1,2,3,1,5,19,18,18,yes
GP,F,19,U,GT3,T,0,4,at_home,at_home,other,other,2,2,0,yes,yes,no,no,yes,yes,no,no,5,4,2,3,4,2,7,18,20,19,yes
MS,F,21,R,LE3,T,3,4,teacher,other,course,mother,2,2,0,yes,yes,yes,no,no,no,no,no,2,5,3,2,2,1,7,5,9,13,no
MS,F,16,U,GT3,T,2,1,teacher,teacher,reputation,father,4,3,0,no,no,yes,no,no,no,yes,yes,2,3,1,1,5,1,12,9,11,14,no
MS,F,18,R,LE3,A,4,3,teacher,services,other,father,3,2,0,no,yes,yes,yes,no,yes,yes,yes,2,4,3,1,3,5,15,8,8,5,yes
MS,F,18,R,GT3,A,4,3,teacher,teacher,home,other,1,3,3,yes,yes,yes,yes,no,yes,no,no,3,5,3,2,3,3,8,20,20,15,no
MS,M,20,R,LE3,T,1,3,services,teacher,other,other,2,2,2,no,yes,yes,no,no,yes,yes,yes,3,4,1,4,3,1,22,11,11,11,no
GP,M,18,U,LE3,A,4,1,health,health,home,other,3,4,0,no,no,yes,yes,yes,yes,no,no,2,2,3,5,1,2,13,10,11,7,yes
GP,M,19,R,GT3,T,3,2,other,other,reputation,mother,3,1,0,no,no,yes,no,yes,no,no,no,2,3,4,3,5,1,15,14,10,8,no
GP,F,16,R,LE3,A,3,4,at_home,health,course,other,3,2,1,yes,yes,no,no,yes,yes,yes,no,3,5,3,5,1,1,26,5,3,7,yes
GP,M,19,U,GT3,T,2,0,other,at_home,reputation,mother,4,3,1,no,yes,no,no,no,no,yes,yes,5,5,5,2,3,3,9,12,4,14,yes
MS,M,21,U,LE3,T,0,4,services,other,home,father,3,2,3,no,yes,no,yes,yes,no,no,no,1,3,1,5,4,3,23,9,12,16,yes
MS,F,22,R,GT3,T,2,2,at_home,teacher,course,mother,1,3,2,no,no,yes,no,yes,no,yes,no,3,3,4,1,5,4,6,11,19,0,yes
MS,M,20,U,GT3,A,3,2,teacher,other,other,other,3,2,0,no,no,no,yes,yes,no,yes,yes,3,5,3,4,3,5,0,15,16,16,no
MS,F,22,U,GT3,T,1,1,teacher,health,other,father,1,2,0,yes,yes,no,yes,no,no,yes,yes,5,3,5,2,2,3,27,15,19,20,no
MS,M,18,U,LE3,A,0,1,services,health,other,father,4,4,0,yes,no,yes,no,no,yes,no,no,5,4,4,4,3,5,5,5,6,7,no
MS,M,19,U,GT3,T,3,2,health,at_home,course,father,1,1,0,yes,no,yes,yes,yes,no,yes,no,5,2,3,4,4,2,17,15,12,15,no
MS,F,22,U,GT3,A,0,0,other,services,home,father,2,1,0,yes,yes,no,yes,no,yes,no,no,5,3,3,4,2,5,10,5,6,2,no
MS,M,22,U,GT3,T,4,0,services,teacher,course,mother,1,3,0,no,no,yes,yes,yes,no,no,no,3,1,1,2,5,1,2,14,17,20,no
MS,M,22,U,LE3,A,1,0,other,other,reputation,other,3,1,0,yes,no,no,yes,yes,no,yes,yes,1,3,2,4,3,3,24,11,7,8,no
GP,M,19,R,GT3,T,0,2,teacher,at_home,home,mother,1,3,0,no,no,no,no,no,yes,yes,yes,2,5,1,5,4,3,10,6,5,8,yes
GP,F,17,U,GT3,T,4,3,services,health,other,father,4,1,0,no,no,yes,yes,no,yes,yes,no,2,4,5,2,5,1,13,13,17,20,no
MS,F,17,R,LE3,A,4,3,health,at_home,course,mother,1,1,1,no,no,no,yes,no,yes,no,yes,1,2,1,2,2,4,26,16,12,11,no
MS,M,21,U,GT3,T,4,3,teacher,teacher,other,mother,4,1,0,yes,yes,yes,no,no,no,no,no,5,3,3,3,1,4,14,8,4,2,yes
MS,M,17,R,GT3,A,0,4,services,health,reputation,other,2,2,0,yes,yes,yes,yes,no,no,yes,yes,3,2,1,2,4,4,22,18,18,14,no
GP,M,20,R,LE3,A,1,0,services,other,other,father,4,2,0,no,yes,yes,yes,no,no,yes,no,5,3,2,5,5,5,12,5,7,5,yes
MS,F,18,R,LE3,A,2,0,services,health,course,father,4,3,0,no,yes,no,no,yes,no,no,yes,2,3,2,4,1,3,27,15,19,15,no
MS,F,21,U,LE3,A,0,3,teacher,other,course,mother,3,3,0,yes,yes,no,yes,yes,no,no,yes,5,1,3,4,2,2,16,16,14,11,yes
MS,M,18,R,LE3,A,1,2,teacher,other,other,father,3,2,0,no,yes,yes,yes,no,no,yes,no,2,1,3,2,1,1,21,17,18,20,yes
GP,F,21,U,LE3,A,2,4,at_home,teacher,reputation,other,4,4,0,no,no,yes,yes,no,no,yes,no,5,5,5,2,2,3,14,13,15,12,no
MS,M,21,R,LE3,A,1,0,teacher,services,course,other,3,4,0,no,no,yes,no,no,yes,yes,yes,4,1,3,4,5,4,13,13,17,20,yes
GP,F,16,R,LE3,T,2,3,at_home,services,course,other,1,3,0,no,no,yes,no,yes,no,yes,yes,4,1,3,3,1,3,1,11,10,8,yes
MS,F,17,R,LE3,T,2,0,services,services,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,yes,3,4,1,1,4,3,11,19,18,20,no
MS,M,20,R,LE3,T,2,2,teacher,health,course,father,3,3,0,no,yes,no,no,yes,no,yes,yes,4,3,4,1,5,5,15,12,8,4,no
GP,F,17,U,GT3,A,3,4,at_home,services,home,other,3,1,1,yes,no,no,yes,yes,no,no,no,5,3,5,2,2,5,13,11,10,19,yes
MS,F,15,U,GT3,A,0,3,other,teacher,other,father,4,4,0,yes,no,yes,no,no,no,no,yes,3,5,2,1,4,4,16,19,19,15,no
GP,M,19,R,LE3,A,4,4,services,health,other,father,3,2,0,yes,no,yes,yes,no,yes,no,yes,5,1,3,2,5,4,20,19,19,20,no
GP,M,22,U,LE3,T,0,4,teacher,at_home,course,mother,2,1,0,yes,yes,yes,no,no,no,no,yes,1,1,5,4,5,5,20,7,9,9,yes
GP,M,19,U,GT3,T,1,2,services,other,home,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,yes,3,1,3,3,1,5,17,13,13,11,yes
GP,F,16,R,LE3,T,0,1,teacher,teacher,home,mother,4,3,0,no,no,no,no,no,no,yes,yes,2,4,5,4,5,5,24,5,4,1,no
MS,M,21,R,GT3,A,2,2,teacher,at_home,course,father,3,4,0,no,no,no,no,no,yes,yes,no,5,2,2,4,3,1,28,6,8,11,no
MS,F,21,U,LE3,T,3,3,health,health,other,other,4,2,0,no,yes,no,no,no,yes,yes,no,1,4,4,5,4,2,19,9,7,3,yes
GP,M,17,U,LE3,T,4,2,other,health,other,mother,3,4,0,yes,yes,no,yes,yes,no,no,no,2,4,2,3,1,1,3,4,0,3,no
MS,F,21,R,LE3,A,3,0,at_home,at_home,course,other,4,4,0,yes,yes,no,no,no,yes,yes,no,1,1,2,3,5,2,24,9,8,4,no
GP,F,17,U,GT3,T,1,3,other,other,course,mother,1,3,0,yes,yes,no,no,no,yes,yes,yes,2,5,3,4,4,3,13,8,6,2,yes
GP,F,15,U,GT3,T,2,2,other,other,course,mother,1,4,0,yes,yes,yes,no,yes,yes,yes,no,5,1,2,1,1,3,8,7,8,8,no
GP,M,19,R,LE3,A,0,4,other,teacher,home,father,1,2,0,yes,no,no,no,yes,no,yes,no,4,2,4,1,4,1,8,11,7,4,yes
MS,F,20,U,GT3,T,3,3,at_home,health,reputation,other,4,3,3,yes,no,yes,yes,no,yes,yes,yes,1,1,3,4,5,1,17,6,4,7,yes
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11,yes
MS,F,18,U,LE3,T,2,1,teacher,health,course,mother,2,2,0,yes,no,yes,no,no,no,yes,no,1,1,4,3,2,3,20,16,20,18,yes
GP,F,17,R,GT3,A,2,4,teacher,at_home,reputation,father,1,2,0,yes,yes,no,no,no,no,no,yes,4,3,5,4,2,4,10,13,13,17,yes
GP,F,20,R,LE3,A,3,0,health,teacher,home,father,4,1,0,yes,no,yes,yes,yes,yes,no,yes,3,2,1,1,1,3,27,14,14,11,no
GP,M,15,U,LE3,T,0,2,services,at_home,reputation,other,3,4,0,no,yes,yes,no,no,no,no,no,1,4,5,2,4,2,6,15,12,14,yes
MS,M,21,U,LE3,T,0,1,teacher,health,other,other,3,1,0,no,no,yes,no,no,no,yes,no,4,2,2,4,5,3,15,14,14,15,no
GP,M,17,R,GT3,T,0,1,services,teacher,course,other,3,4,0,yes,no,yes,no,no,no,yes,yes,5,4,1,4,5,4,12,8,11,14,no
GP,F,22,R,LE3,A,4,0,teacher,other,other,father,1,2,0,yes,yes,no,no,no,no,yes,no,5,4,3,5,3,3,18,13,10,13,yes
MS,F,16,R,LE3,A,4,4,services,teacher,home,other,2,2,0,yes,yes,yes,no,yes,no,no,no,3,5,4,5,4,2,9,18,20,16,no
GP,F,17,R,LE3,A,3,2,services,teacher,other,other,3,1,0,no,no,yes,no,no,yes,no,yes,3,2,4,1,2,5,26,8,10,9,yes
MS,M,16,U,LE3,A,4,4,health,services,reputation,mother,1,4,0,no,yes,no,no,yes,no,yes,no,2,1,4,1,1,5,24,7,5,7,no
GP,M,17,R,LE3,T,0,4,teacher,at_home,course,mother,4,3,1,yes,yes,yes,yes,no,no,no,yes,3,4,2,3,1,5,22,8,8,11,no
GP,M,21,U,LE3,T,3,4,services,other,home,mother,4,1,0,no,yes,yes,no,yes,yes,no,yes,5,2,2,3,3,2,5,18,18,18,yes
MS,F,16,U,LE3,T,1,4,other,other,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,4,4,1,2,5,1,11,19,20,20,no
GP,M,22,R,LE3,T,4,1,health,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,no,3,5,3,4,3,5,4,11,11,7,yes
GP,F,22,U,LE3,T,3,1,services,other,course,father,3,1,0,yes,yes,yes,yes,no,no,yes,yes,3,5,1,1,4,5,27,19,17,15,no
GP,F,20,U,LE3,T,2,0,health,other,reputation,father,3,3,1,no,yes,yes,no,no,yes,no,yes,5,2,5,3,1,4,0,15,13,13,yes
MS,F,16,U,GT3,T,4,2,other,at_home,reputation,father,1,1,0,no,yes,yes,yes,yes,yes,no,yes,1,2,2,2,3,5,20,4,7,9,yes
MS,F,22,R,GT3,T,3,0,services,teacher,course,other,1,4,2,yes,no,yes,yes,no,no,yes,no,2,2,1,5,3,2,1,18,19,15,yes
MS,M,17,U,GT3,T,2,1,services,teacher,course,mother,3,1,1,yes,yes,no,no,yes,yes,no,yes,2,4,1,5,3,1,25,15,11,13,yes
MS,M,19,U,GT3,T,1,3,other,teacher,reputation,mother,3,4,0,yes,yes,yes,yes,no,yes,no,no,5,3,2,3,3,2,17,12,8,7,yes
GP,M,17,U,GT3,A,1,3,services,teacher,reputation,other,4,1,0,yes,no,yes,yes,no,yes,yes,yes,4,1,1,2,4,5,6,11,13,17,yes
MS,M,19,U,LE3,A,0,0,other,teacher,course,other,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,3,1,5,1,3,0,8,11,10,yes
GP,F,21,U,GT3,A,0,3,teacher,at_home,other,father,4,1,0,yes,yes,yes,no,yes,yes,yes,no,3,2,3,2,2,1,19,18,16,16,no
GP,M,22,U,LE3,A,3,1,teacher,at_home,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,5,2,3,1,23,6,4,6,yes
GP,M,21,R,LE3,T,4,3,teacher,teacher,course,other,1,2,2,no,yes,no,yes,no,yes,yes,no,2,5,4,2,3,3,18,7,16,15,no
MS,F,21,R,LE3,A,4,3,services,other,other,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,3,4,4,2,4,2,19,6,7,5,no
MS,M,18,U,GT3,T,0,4,health,health,reputation,other,1,3,0,yes,no,yes,no,no,no,yes,no,2,4,1,4,1,2,1,4,4,5,no
GP,M,16,U,LE3,A,3,2,services,other,reputation,other,2,2,0,no,no,yes,yes,no,yes,no,no,3,2,5,2,2,4,2,8,8,10,yes
MS,F,22,U,GT3,T,3,0,services,health,other,father,1,1,0,yes,yes,yes,no,yes,yes,no,yes,1,1,5,3,2,4,20,18,20,18,yes
MS,F,17,R,LE3,A,1,3,at_home,other,course,other,4,2,0,no,yes,no,yes,yes,yes,no,no,4,4,5,5,1,1,14,18,19,20,no
GP,F,19,R,LE3,A,0,4,at_home,health,home,mother,1,2,0,yes,no,yes,yes,no,yes,yes,no,4,4,4,4,3,3,29,8,6,8,yes
GP,M,19,R,GT3,T,1,1,health,services,reputation,other,3,2,0,no,no,no,yes,no,no,no,no,4,2,5,3,2,2,14,10,14,18,yes
MS,M,17,U,LE3,T,1,1,other,services,home,other,1,4,3,no,no,yes,no,no,yes,no,yes,3,5,2,2,2,4,6,19,3,9,no
MS,M,20,U,LE3,T,3,4,other,teacher,course,father,2,1,2,yes,no,yes,no,no,no,no,no,1,4,2,5,5,4,3,18,19,14,yes
MS,F,17,U,LE3,A,4,3,health,at_home,course,father,3,3,0,yes,yes,no,no,no,no,yes,no,3,5,3,2,1,2,21,15,14,10,no
GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,10,10,0,yes
MS,M,20,U,LE3,A,1,1,at_home,at_home,reputation,mother,4,3,2,yes,yes,yes,no,no,no,yes,no,3,3,3,1,2,1,12,9,1,9,no
GP,M,15,R,GT3,T,3,3,at_home,teacher,other,mother,3,4,0,yes,no,yes,yes,yes,no,yes,yes,5,2,3,3,1,4,11,11,8,11,yes
GP,F,16,U,GT3,A,2,1,at_home,health,reputation,father,1,2,1,yes,no,no,yes,yes,yes,no,no,3,4,1,5,2,2,16,6,2,0,no
MS,F,17,R,GT3,T,2,1,other,at_home,other,other,4,3,3,no,yes,yes,no,yes,yes,no,yes,5,1,2,5,2,5,3,12,11,14,yes
GP,F,17,R,GT3,A,3,0,health,services,reputation,other,2,4,0,yes,no,yes,no,no,no,yes,yes,5,3,4,5,1,3,0,14,11,6,yes
MS,M,22,U,GT3,A,1,2,teacher,at_home,other,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,2,1,5,3,5,4,20,4,6,5,no
MS,M,18,R,GT3,A,3,4,services,health,other,other,2,4,0,no,no,yes,no,yes,yes,no,yes,3,1,5,2,4,5,22,4,0,0,no
MS,F,20,R,LE3,A,0,1,health,teacher,course,other,4,3,0,yes,yes,yes,yes,yes,yes,no,no,5,2,3,2,4,5,16,10,9,10,no
GP,F,20,U,LE3,A,2,2,other,other,reputation,father,1,2,0,no,yes,no,no,yes,yes,yes,no,1,3,5,2,1,4,10,17,16,17,yes
GP,M,15,R,LE3,A,0,4,at_home,teacher,other,other,2,2,1,yes,yes,yes,no,no,yes,no,no,1,3,4,4,4,5,19,10,17,1,yes
MS,M,15,U,LE3,T,0,2,teacher,other,reputation,father,3,4,0,no,yes,no,yes,yes,yes,yes,yes,2,5,1,4,3,4,4,13,11,9,no
GP,F,17,R,GT3,T,3,1,services,other,home,mother,1,1,0,yes,no,no,yes,yes,yes,no,no,2,3,4,5,3,4,24,14,15,17,no
GP,F,20,R,LE3,T,4,3,at_home,teacher,reputation,other,3,4,0,yes,yes,yes,yes,no,no,yes,no,1,4,4,5,4,2,27,9,6,2,no
MS,F,17,U,GT3,T,3,3,health,at_home,course,mother,3,2,0,no,no,no,no,no,no,no,yes,5,5,3,3,3,3,13,7,6,7,no
MS,M,22,R,LE3,A,3,0,at_home,other,home,other,2,2,1,yes,no,yes,yes,yes,no,yes,yes,2,3,1,2,3,1,0,10,7,8,no
MS,M,16,R,GT3,A,4,1,health,other,other,mother,2,3,1,no,no,yes,no,yes,no,yes,no,1,2,4,3,4,1,21,13,12,16,yes
MS,F,15,U,LE3,A,3,4,health,other,home,mother,4,2,2,no,yes,no,yes,no,yes,no,no,2,3,3,2,2,2,19,16,18,1,yes
GP,M,18,U,GT3,T,0,4,teacher,other,course,mother,2,1,3,yes,no,no,no,no,no,yes,no,2,1,1,4,1,2,17,4,1,17,yes
MS,M,18,U,LE3,A,4,1,services,teacher,other,father,1,4,3,no,no,yes,yes,no,no,no,no,1,5,1,5,2,2,3,12,7,3,no
MS,M,18,R,LE3,T,4,3,at_home,services,reputation,other,4,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,2,2,2,11,12,15,16,no
MS,M,15,R,GT3,A,4,3,services,other,reputation,other,1,4,0,no,no,yes,yes,no,no,no,no,2,2,3,5,5,3,19,5,7,3,yes
GP,M,15,U,LE3,T,4,2,teacher,health,home,other,4,4,0,no,no,no,no,no,no,no,no,2,1,5,1,5,2,13,18,16,17,yes
MS,M,21,R,GT3,A,3,1,at_home,services,reputation,mother,4,2,0,yes,no,yes,yes,no,yes,no,yes,1,2,1,3,2,5,18,19,20,17,yes
GP,M,17,U,GT3,T,0,2,teacher,teacher,home,mother,4,1,3,no,no,no,yes,no,no,yes,no,4,2,5,5,1,5,11,8,18,3,no
MS,M,19,U,GT3,A,1,0,other,services,course,father,4,2,1,no,yes,no,no,no,yes,no,yes,1,5,5,3,5,2,20,7,17,3,no
MS,F,16,U,GT3,T,3,2,services,teacher,course,father,3,1,0,no,no,yes,no,no,yes,yes,no,1,1,3,2,1,2,1,4,7,7,no
GP,F,15,R,GT3,T,4,1,at_home,teacher,course,father,2,1,1,no,yes,yes,yes,yes,yes,no,no,5,5,1,1,4,5,3,12,10,11,no
GP,M,20,U,GT3,A,3,4,other,health,home,mother,1,3,0,yes,yes,yes,yes,yes,yes,no,no,5,3,1,5,3,2,8,4,5,8,yes
MS,F,17,R,LE3,A,4,3,at_home,services,home,father,1,1,0,yes,yes,no,yes,yes,yes,yes,no,5,1,4,2,1,5,28,9,7,10,no
MS,M,16,R,LE3,T,1,2,other,teacher,course,mother,3,2,1,yes,yes,no,yes,yes,yes,no,yes,1,4,4,2,2,5,12,9,19,15,yes
GP,F,19,R,LE3,A,3,2,health,at_home,reputation,father,4,4,3,no,yes,no,no,yes,no,no,no,2,2,3,3,2,5,20,6,13,6,no
MS,F,16,U,LE3,T,0,4,at_home,teacher,other,mother,3,2,0,yes,no,no,yes,yes,yes,no,no,1,1,5,2,1,3,11,9,5,4,no
MS,M,21,R,LE3,A,1,2,health,services,other,mother,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,3,4,4,17,15,19,16,no
GP,F,16,R,GT3,T,4,0,other,health,other,father,2,2,0,no,yes,yes,yes,yes,yes,no,yes,3,3,5,1,5,1,15,15,11,7,no
GP,M,21,U,GT3,A,1,3,services,at_home,reputation,mother,2,4,1,yes,yes,yes,yes,yes,yes,yes,yes,1,2,1,2,3,1,4,20,1,1,yes
MS,F,16,U,LE3,A,3,3,services,at_home,other,mother,1,4,3,yes,no,yes,yes,yes,yes,no,no,2,2,3,2,5,5,1,12,9,5,no
GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,5,8,7,yes
MS,M,18,R,LE3,A,0,3,health,at_home,home,father,2,1,0,no,no,yes,yes,yes,no,yes,no,1,1,5,1,4,3,2,8,4,8,yes
GP,M,20,R,LE3,A,2,4,other,at_home,other,other,3,3,2,no,no,yes,yes,no,no,yes,yes,4,5,4,4,3,3,22,14,14,17,no
MS,M,20,U,GT3,A,0,2,services,teacher,other,other,3,3,2,no,no,no,no,no,yes,yes,yes,4,1,5,5,1,1,7,3,19,9,no
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12,no
MS,M,15,R,LE3,A,4,1,health,teacher,course,father,2,3,0,no,yes,no,no,yes,yes,yes,no,1,1,3,1,1,1,10,12,12,16,yes
GP,M,19,U,GT3,T,2,2,at_home,services,other,father,1,1,0,yes,no,yes,yes,yes,yes,yes,no,2,3,1,1,3,3,17,4,5,6,yes
GP,M,19,R,LE3,T,3,4,teacher,other,home,mother,2,4,0,yes,no,no,no,yes,no,yes,yes,3,3,4,3,3,3,27,7,7,6,no
GP,M,15,U,LE3,T,3,3,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,2,0,8,10,12,yes
MS,F,17,U,LE3,A,3,1,at_home,services,home,mother,3,3,0,yes,no,yes,no,no,yes,yes,no,5,4,3,1,4,2,3,12,14,13,yes
GP,F,22,U,GT3,A,3,3,other,health,other,father,3,1,0,no,yes,no,no,yes,yes,yes,yes,1,5,3,4,3,3,25,7,6,2,no
GP,M,20,R,LE3,A,2,4,other,other,other,father,2,4,0,no,yes,yes,yes,no,no,no,yes,4,5,3,4,4,1,15,19,20,20,no
GP,M,15,R,GT3,T,0,3,health,health,course,mother,1,4,0,no,yes,yes,yes,yes,yes,no,yes,3,2,4,3,1,2,5,14,11,15,yes
MS,F,21,U,LE3,T,1,3,services,other,course,mother,2,3,2,yes,no,no,yes,no,no,yes,no,5,1,2,1,1,3,2,6,9,13,no
GP,F,19,R,GT3,A,1,1,health,other,reputation,father,3,2,0,no,no,no,yes,no,no,no,no,1,4,3,5,1,1,13,11,15,11,no
MS,F,19,R,GT3,T,1,4,services,other,reputation,father,4,4,1,no,no,no,no,no,no,no,yes,1,4,4,2,5,1,26,5,4,6,yes
MS,M,17,R,GT3,T,4,1,health,at_home,home,other,3,4,0,no,no,yes,no,yes,no,yes,no,3,2,4,5,2,4,18,11,11,7,no
GP,M,18,U,GT3,T,3,4,other,health,reputation,father,3,1,0,no,no,no,yes,yes,no,no,yes,1,2,1,5,2,5,7,13,10,9,no
MS,F,16,R,GT3,T,0,0,teacher,teacher,other,other,4,1,0,no,no,no,yes,yes,yes,no,yes,4,1,1,3,4,3,20,14,11,8,yes
MS,F,16,R,GT3,T,1,3,health,other,home,mother,4,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,3,4,2,6,19,19,20,yes
MS,F,18,R,GT3,T,3,1,at_home,health,other,other,2,4,0,yes,no,no,yes,yes,no,no,no,4,4,4,3,5,5,9,12,13,17,yes
GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,18,18,yes
MS,F,15,R,LE3,T,0,0,other,at_home,course,other,2,3,0,no,no,no,no,no,no,no,no,2,5,3,1,1,5,16,12,14,10,yes
GP,F,17,R,LE3,A,1,2,health,teacher,course,mother,3,1,1,yes,yes,no,yes,no,no,no,no,1,1,4,5,5,4,10,19,20,16,no
GP,M,17,U,GT3,T,0,4,other,teacher,home,other,4,2,0,yes,no,no,no,yes,no,yes,yes,5,5,3,5,3,2,0,6,7,9,no
MS,F,16,U,LE3,A,3,4,health,teacher,course,father,2,4,1,no,no,yes,yes,yes,no,no,yes,5,5,2,5,1,5,9,16,1,9,yes
MS,M,21,R,GT3,A,0,1,services,teacher,course,mother,2,2,1,yes,yes,yes,yes,no,yes,no,yes,1,2,4,5,5,1,19,5,2,0,no
MS,F,18,R,GT3,A,4,1,at_home,health,course,father,3,4,0,yes,yes,yes,yes,no,no,no,yes,1,2,4,3,1,1,29,17,16,13,no
MS,M,16,U,LE3,A,4,2,services,other,home,father,3,1,0,no,no,no,no,no,no,yes,no,2,4,5,4,2,3,22,5,3,4,yes
GP,F,16,R,GT3,T,1,1,at_home,other,other,mother,4,3,0,yes,no,no,no,yes,yes,no,no,3,3,2,5,1,5,25,12,15,12,yes
GP,F,21,U,LE3,A,0,0,teacher,teacher,course,father,3,1,0,no,yes,no,no,no,yes,no,yes,1,1,4,4,1,4,29,17,17,16,yes
MS,F,17,R,LE3,A,3,3,at_home,other,course,father,2,1,0,no,yes,no,yes,yes,no,no,no,4,2,3,2,2,4,9,7,11,10,yes
MS,M,19,U,LE3,A,3,3,at_home,other,home,other,3,3,0,no,yes,yes,yes,no,no,no,no,1,1,2,3,4,4,4,9,7,4,no
GP,M,15,R,LE3,A,2,1,services,health,reputation,father,1,2,0,no,yes,no,yes,no,yes,no,yes,3,4,2,3,3,4,19,3,10,9,yes
MS,F,16,R,GT3,T,2,0,other,teacher,course,father,3,1,0,yes,no,no,yes,yes,yes,yes,yes,1,3,4,4,1,5,13,15,14,18,yes
MS,F,20,U,GT3,A,2,1,other,health,other,other,3,3,0,no,yes,no,no,no,no,no,no,1,2,1,2,5,2,2,19,18,4,yes
GP,M,15,R,LE3,T,2,0,teacher,services,home,father,3,2,0,yes,yes,yes,no,yes,no,yes,yes,3,3,3,3,1,1,0,12,13,17,no
GP,F,18,R,GT3,A,0,0,health,other,other,mother,2,3,0,no,no,yes,yes,no,yes,yes,yes,3,1,5,5,2,2,7,14,12,8,no
GP,F,17,U,LE3,T,1,0,at_home,at_home,home,father,2,3,0,yes,no,yes,yes,no,yes,no,yes,4,3,2,3,4,1,6,17,15,11,yes
MS,F,18,R,LE3,T,2,4,health,health,course,father,2,1,3,no,yes,no,no,yes,yes,yes,no,3,3,3,3,3,4,20,14,11,11,no
GP,M,18,U,LE3,A,3,0,teacher,teacher,other,mother,4,1,0,no,yes,no,no,yes,yes,no,yes,4,5,2,4,5,1,11,4,4,4,no
GP,M,18,U,GT3,A,4,3,services,teacher,course,mother,4,3,0,no,yes,no,no,no,no,yes,yes,1,2,5,2,4,5,24,19,16,18,yes
GP,M,19,R,LE3,A,2,3,health,health,course,other,1,3,0,no,no,yes,no,no,no,no,yes,3,5,2,4,3,3,16,5,8,16,yes
MS,F,16,R,GT3,T,1,3,health,at_home,home,father,3,2,0,no,yes,no,yes,no,no,no,no,3,4,4,5,2,2,6,2,13,2,yes
GP,F,17,R,GT3,A,2,2,other,other,other,father,2,4,0,no,yes,yes,no,yes,yes,yes,yes,4,5,1,5,2,1,13,16,17,15,no
GP,M,18,U,LE3,A,1,4,health,at_home,other,mother,1,4,0,no,yes,no,yes,no,yes,no,yes,4,5,1,5,3,2,11,19,20,20,no
GP,M,16,U,LE3,T,1,4,health,services,other,father,1,3,1,yes,no,yes,yes,no,no,no,no,3,2,3,3,3,1,15,7,7,19,yes
MS,F,19,U,LE3,T,0,3,teacher,at_home,course,father,3,4,0,yes,yes,no,yes,yes,yes,no,yes,3,3,3,5,1,5,3,8,6,4,no
MS,F,18,U,GT3,A,0,1,at_home,health,reputation,other,4,3,2,yes,yes,yes,no,no,yes,yes,yes,4,5,2,4,2,5,13,9,7,7,no
GP,F,19,R,GT3,A,3,3,health,teacher,other,father,4,3,1,yes,no,no,no,no,no,no,no,4,1,2,3,2,4,28,6,2,3,no
MS,F,21,R,LE3,T,4,2,other,services,home,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,1,5,5,1,4,3,12,8,7,11,yes
GP,M,20,U,LE3,A,1,2,teacher,services,course,father,2,4,0,no,no,yes,yes,no,no,yes,no,1,3,5,5,5,2,11,9,12,10,no
